scorer,,,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab
labeled-data,BPN_N3_A-07032022200219-0000,img118.png,937.65557451479,537.5546108054415,876.1147631850372,656.0903924182011,962.7502297907374,558.8030241806523,957.7793423625416,671.7131814782454,1020.9806253781754,793.8549868567738,,,780.5230234566196,655.7802001660973,804.5075552976649,557.2723015332326,879.8875125123787,736.299699918178,968.1163260705098,900.7650611139172,751.4159277655792,579.3899988474493,698.9952568598452,653.7935317459105,590.7719362802654,570.0895572351417,512.9864246136925,747.6434425610148,398.844641189917,915.8968862745803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img126.png,937.65557451479,537.5546108054415,925.8236374669964,688.0460973137463,1084.1819083938094,697.9878721701382,1134.600909451225,827.2309453032321,1249.641447075188,941.5613561517383,,,778.8098426108306,656.6367905889917,783.9493851481975,511.01641869693094,814.7866403723987,691.7569979276652,854.1897998255445,845.9432740486709,751.4159277655792,579.3899988474493,700.6862462439012,660.5574892821342,550.1881910629231,661.4029839741622,430.97343948697977,804.2915869268886,307.5312144508965,970.8540412563982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img129.png,937.65557451479,537.5546108054415,930.0843981197357,683.785336661007,1081.341401291983,664.6119137236799,1116.8477400648112,793.8549868567738,1229.0477705869475,913.8664119089325,,,,,778.8098426108306,497.3109719306193,803.6509648747705,682.334503275826,843.0541243279163,839.9471410884096,751.4159277655792,579.3899988474493,708.2956984721529,667.321446818358,548.4972016788671,680.8493618908054,422.51849256670005,820.3559860754201,293.15780468642106,981.8454722527619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img138.png,937.65557451479,537.5546108054415,889.6071719187119,666.0321672745929,996.8363150126524,573.0055596897835,996.1261882371958,700.1182524965079,1092.7034296992879,829.3613256296019,,,775.3834809192527,654.0670193203083,762.5346245758357,488.74506770167454,753.1121299239963,668.6290565095144,717.1353321624284,832.2378272823593,751.4159277655792,579.3899988474493,709.9866878562088,650.4115529777987,669.4029426388664,510.05943410115606,596.6903991244612,690.995298195141,482.5486157006857,871.9311622891261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img148.png,937.65557451479,537.5546108054415,866.1729883286453,659.6410262954839,896.7084396732773,528.9776996114769,943.5768068534103,645.4384907863528,968.4312439943901,783.9132120003819,,,784.805975571092,657.4933810118862,792.5152893771423,537.5707218066597,834.4882200989716,718.3113010373941,908.1549964678965,890.4859760391836,751.4159277655792,579.3899988474493,708.2956984721529,655.4845211299664,588.2354522041816,576.0080200793375,489.31257323690943,743.415969100875,359.1063906646025,922.6608438108041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img159.png,937.65557451479,537.5546108054415,900.2590735505602,676.6840689064413,1047.2553160700681,623.4245607471994,1069.2692461092215,754.798014206663,1153.0642056130955,878.3600731361045,,,,,767.6741671132024,516.1559612342978,776.2400713421472,693.4701787734542,782.2362043024085,851.0828165860377,751.4159277655792,579.3899988474493,713.3686666243208,652.1025423618546,653.338543490335,529.5058120177993,585.6989681280977,718.051128340036,458.8747643239026,886.3045720536015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img160.png,937.65557451479,537.5546108054415,905.9400877542125,673.1334350291586,1040.1540483155027,612.0625323398943,1057.9072177019166,742.7258590239014,1145.96293785853,870.5486786060824,,,,,762.5346245758357,511.8730091198254,768.530757536097,689.1872266589819,771.9571192276749,847.6564548944598,751.4159277655792,579.3899988474493,711.6776772402648,646.1840795176588,643.1926071859995,536.269769554023,573.0165477476781,725.6605805682877,449.57432271159496,884.6135826695456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img167.png,937.65557451479,537.5546108054415,877.5350167359502,657.5106459691142,967.0109904434769,548.8612493242605,965.5907368925637,683.785336661007,1028.081893132741,808.057522365905,,,789.9455181084588,654.9236097432029,807.9339169892428,562.4118440705995,868.7518370147505,744.8656041471227,979.252001568138,921.3232312633847,751.4159277655792,579.3899988474493,705.7592143960691,653.7935317459105,579.7805052839019,583.6174723075892,480.85762631662976,754.4074000972386,347.269464976211,926.888317270944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img177.png,937.65557451479,537.5546108054415,930.0843981197357,687.3359705382898,1087.0224154956354,685.9157169873766,1182.1794034068148,792.4347333058606,1316.3933639681045,883.3309605643004,,,,,774.5268904963583,522.1520941945591,807.9339169892428,706.3190351168714,862.7557040544892,881.0634813873444,751.4159277655792,579.3899988474493,708.2956984721529,647.0295742096868,679.548878943202,500.75899248884843,592.4629256643215,682.5403512748615,469.86619532026623,867.7036888289862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img181.png,937.65557451479,537.5546108054415,911.6211019578652,683.0752098855504,1062.8781051301125,665.3220404991364,1100.5148242293103,799.5360010604263,1185.7300372840973,890.432228318866,,,,,760.8214437300467,505.87687615956406,775.3834809192527,684.9042745445095,792.5152893771423,862.2184920836659,751.4159277655792,579.3899988474493,711.6776772402648,650.4115529777987,680.3943736352301,497.3770137207365,606.8363354287969,687.6133194270292,465.63872186012634,848.257310912343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img183.png,937.65557451479,537.5546108054415,905.229960978756,675.9739421309848,1044.414808968242,635.4967159299608,1072.1097532110477,773.9714371439901,1141.7021772057906,879.0701999115611,,,,,753.9687203468909,498.16756235351374,786.519156416881,663.4895139721475,789.9455181084588,788.551715714741,751.4159277655792,579.3899988474493,707.450203780125,648.7205635937427,650.8020594142512,511.75042348521197,572.1710530556502,696.9137610393368,426.7459660268399,866.0126994449303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img193.png,937.65557451479,537.5546108054415,879.6653970623199,663.1916601727667,963.460356566194,552.4118832015433,973.4021314225859,689.4663508646595,1045.8350625191551,835.7524666087108,,,789.0889276855644,659.2065618576752,801.081193606087,564.9816153392828,856.7595710942279,735.4431094952836,944.988384652359,911.9007366115454,751.4159277655792,579.3899988474493,707.450203780125,654.6390264379385,562.0251167513146,576.0080200793375,442.8103651753712,730.7335487204555,272.0204373857219,904.9054552782168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img199.png,937.65557451479,537.5546108054415,924.4033839160832,683.785336661007,1077.0806406392437,702.9587595983342,1156.6148394903785,825.1005649768624,1279.4667716443632,914.5765386843891,,,,,778.8098426108306,530.7179984235039,817.3564116410821,709.7453968084492,885.8836454726401,882.7766622331333,751.4159277655792,579.3899988474493,708.2956984721529,652.1025423618546,579.7805052839019,562.48010500689,479.16663693257385,729.0425593363996,310.9131932190084,895.6050136659092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img239.png,937.65557451479,537.5546108054415,885.3464112659724,667.4524208255061,985.4742866053474,561.6435312824785,979.7932724016949,694.4372382928553,1046.5451892946116,823.6803114259493,,,789.0889276855644,655.7802001660973,802.794374451876,563.2684344934939,873.8913795521174,746.5787849929117,962.9767835331429,927.3193642236461,751.4159277655792,579.3899988474493,707.450203780125,655.4845211299664,565.4070955194265,577.6990094633934,450.4198174036229,739.1884956407353,306.6857197588686,915.0513915825524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img247.png,937.65557451479,537.5546108054415,888.1869183677986,667.4524208255061,918.0122429369742,540.3397280187818,989.7350472580868,646.8587443372658,1133.8907826757686,744.1461125748147,,,,,767.6741671132024,537.5707218066597,781.3796138795141,714.8849393458161,805.3641457205593,895.6255185765505,751.4159277655792,579.3899988474493,700.6862462439012,644.4930901336029,612.7547982729926,513.4414128692679,471.55718470432214,658.8664998980782,282.1663736900575,797.527629390665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img256.png,937.65557451479,537.5546108054415,906.6502145296693,678.8144492328111,1049.3856963964379,633.3663356035911,1074.2401335374175,768.2904229403376,1148.8034449603565,875.5195660342782,,,780.5230234566196,653.2104288974139,729.9841885058455,566.6947961850718,699.1469332816444,731.1601573808111,665.7399067887599,909.3309653428621,,,,,653.338543490335,507.5229500250721,590.7719362802655,690.995298195141,439.4283864072594,855.8667631405947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img269.png,,,872.5641293077543,660.3511530709404,918.0122429369742,520.456178305998,978.3730188507818,649.699251439092,1098.3844439029403,764.0296622875983,,,,,763.3912149987301,549.5629877271823,769.3873479589914,726.0206148434443,793.3718798000367,900.7650611139172,751.4159277655792,579.3899988474493,697.3042674757894,646.1840795176588,611.0638088889367,521.0508650975196,462.2567430920145,661.4029839741622,261.0290063893583,773.0082833218539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img283.png,937.65557451479,537.5546108054415,,,1023.111005704545,604.9612645853288,1028.7920199081977,741.3056054729884,1106.1958384329628,862.0271573006036,,,791.6586989542478,662.6329235492531,810.5036882579262,558.1288919561271,908.1549964678965,710.6019872313437,1034.0737886333845,846.7998644715653,751.4159277655792,579.3899988474493,699.8407515518732,652.1025423618546,594.1539150483774,564.171094390946,496.922025465161,739.1884956407353,343.88748620809906,902.3689712021329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img290.png,,,862.6223544513625,656.0903924182011,957.7793423625416,546.0207422224343,943.5768068534103,675.9739421309848,994.7059346862827,812.3182830186444,,,785.6625659939865,660.9197427034642,793.3718798000367,540.1404930753431,834.4882200989716,726.0206148434443,908.1549964678965,896.4821089994449,751.4159277655792,579.3899988474493,699.8407515518732,658.8664998980782,530.7418131462798,638.5746272894071,401.3811252660008,784.8452090102454,233.97317624446336,942.1072217274474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img297.png,937.65557451479,537.5546108054415,919.4324964878873,679.5245760082676,1046.5451892946116,617.0334197680902,1150.933825286726,716.4511683320087,1298.6401945816906,778.942324572186,,,,,774.5268904963583,532.4311792692928,791.6586989542478,710.6019872313437,819.069592486871,873.3541675812941,751.4159277655792,579.3899988474493,707.4502037801249,651.2570476698265,633.0466708816638,531.1968014018552,552.7246751390069,711.2871708038123,384.4712314254415,874.4676463652099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img301.png,937.65557451479,537.5546108054415,906.6502145296693,680.9448295591808,1058.617344477373,675.2638153555282,1109.0363455347888,808.7676491413615,1213.4249815269031,935.1702151726294,,,,,764.2478054216245,521.2955037716646,770.2439383818859,704.6058542710823,785.6625659939865,877.6371196957664,751.4159277655792,579.3899988474493,701.5317409359292,648.7205635937427,600.917872584601,554.8706527786383,518.0593927658603,726.5060752603157,367.56133758488215,868.5491835210141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img307.png,937.65557451479,537.5546108054415,901.6793271014733,674.5536885800716,1043.7046821927854,656.0903924182011,1093.4135564747446,792.4347333058606,1182.1794034068148,905.3448906034538,,,,,760.8214437300467,514.4427803885088,766.817576690308,698.609721310821,759.1082628842577,853.6525878547211,751.4159277655792,579.3899988474493,696.4587727837613,647.8750689017147,592.4629256643213,559.0981262387781,500.30400423327296,733.2700327965395,325.2866029834838,891.3775402057693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img321.png,937.65557451479,537.5546108054415,885.3464112659724,670.2929279273324,1014.5894843990664,670.2929279273324,1075.6603870883305,806.6372688149919,1163.0059804694874,930.90945451989,,,787.3757468397754,653.2104288974139,759.9648533071522,467.3303071293127,829.3486775616047,634.3654395937353,903.0154539305296,747.4353754158062,751.4159277655792,579.3899988474493,711.6776772402648,638.5746272894071,657.5660169504748,523.5873491736035,591.6174309722934,696.0682663473088,426.7459660268398,849.9483002963989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img342.png,937.65557451479,537.5546108054415,908.780594856039,683.0752098855504,1062.167978354656,708.6397738019866,1130.3401487984856,837.172720159624,1234.7287847906,950.0828774572171,,,790.8021085313533,658.3499714347806,795.9416510687201,535.0009505379762,866.1820657460672,701.1794925795045,987.8179057970827,868.2146250439272,751.4159277655792,579.3899988474493,720.9781188525724,647.0295742096868,711.6776772402648,474.54865703598136,666.8664585627824,673.2399096625537,598.3813885085171,839.8023639920633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img345.png,937.65557451479,537.5546108054415,911.6211019578652,680.2347027837242,1069.2692461092215,678.8144492328111,1116.8477400648112,805.9271420395353,1228.337643811491,922.3879332144112,,,795.0850606458257,653.2104288974139,787.3757468397754,525.578455886137,861.0425232087003,687.4740458131929,990.3876770657662,853.6525878547211,751.4159277655792,579.3899988474493,716.7506453924325,650.4115529777987,708.2956984721528,475.3941517280093,664.3299744866986,672.3944149705258,604.299851352713,836.4203852239514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img352.png,937.65557451479,537.5546108054415,903.0995806523864,675.9739421309848,1044.414808968242,619.1638000944599,1045.8350625191551,734.2043377184227,1142.4123039812473,849.955002117842,,,785.6625659939865,659.2065618576752,801.9377840289815,580.4002429513835,895.3061401244794,725.1640244205498,999.8101717176054,812.5362475557863,751.4159277655792,579.3899988474493,713.3686666243207,646.1840795176588,688.8493205555096,492.30404556856877,644.8835965700554,677.4673831226935,571.3255583636222,841.4933533761192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img364.png,937.65557451479,537.5546108054415,925.1135106915398,680.2347027837242,1060.7477248037428,634.0764623790477,1173.6578821013359,710.0600273528996,1336.2769136808884,765.4499158385113,,,782.2362043024085,660.0631522805697,785.6625659939865,535.0009505379762,821.6393637555544,711.4585776542383,896.1627305473738,893.9123377307615,751.4159277655792,579.3899988474493,704.068225012013,650.4115529777987,624.5917239613841,527.8148226337433,567.0980849034823,713.8236548798961,464.7932271680984,877.8496251333219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img371.png,937.65557451479,537.5546108054415,909.4907216314955,680.9448295591806,1067.138865782852,644.0182372354395,1101.9350777802233,777.5220710212727,1217.6857421796426,904.6347638279971,,,,,775.3834809192527,517.0125516571923,785.6625659939865,696.8965404650321,798.5114223374036,845.9432740486709,751.4159277655792,579.3899988474493,701.5317409359292,651.2570476698265,578.935010591874,577.6990094633934,492.69455200502125,752.7164107131827,388.69870488558126,916.7423809666084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img378.png,937.65557451479,537.5546108054415,893.1578057959946,668.1625476009625,1033.7629073363935,601.4106307080458,1041.5743018664157,725.6828164129439,1153.7743323885522,866.2879179533428,,,782.2362043024085,658.3499714347806,767.6741671132024,491.314838970358,825.0657254471323,629.2258970563685,894.4495497015848,696.8965404650321,751.4159277655792,579.3899988474493,703.2227303199851,658.8664998980782,557.7976432911747,608.1368183764002,452.1108067876788,778.0812514740217,331.2050658276795,938.7252429593354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img396.png,937.65557451479,537.5546108054415,918.0122429369742,686.625843762833,1069.2692461092215,702.9587595983339,1124.6591345948332,835.7524666087107,1212.7148547514466,920.2575528880415,,,,,778.8098426108306,511.8730091198254,787.3757468397754,696.8965404650321,791.6586989542478,847.6564548944598,751.4159277655792,579.3899988474493,693.9222887076775,652.1025423618546,561.1796220592865,565.016589082974,405.6085987261406,685.0768353509452,227.2092187082396,800.0641134667488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img409.png,937.65557451479,537.5546108054415,872.5109785377576,659.442723393438,1010.2311900528643,618.2553704169575,1047.5572286877998,751.4707152002616,1122.852858347928,862.1617263245529,,,784.805975571092,652.3538384745193,777.9532521879362,495.5977910848304,826.7789062929213,640.3615725539967,862.7557040544892,683.1910936987206,751.4159277655792,579.3899988474493,713.3686666243207,649.5660582857706,655.029532874391,524.4328438656315,585.6989681280976,707.9051920357003,472.40267939635,878.6951198253498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img424.png,937.65557451479,537.5546108054415,896.3224169772855,675.5315331498757,1042.4088095657396,705.1349431017211,1115.130229664838,833.2018687629651,1227.751897959902,941.9622227164839,,,783.0927947253031,653.2104288974139,783.0927947253031,522.1520941945591,830.2052679844992,702.036083002399,894.4495497015848,876.780529272872,751.4159277655792,579.3899988474493,715.9051507004045,652.1025423618546,662.6389851026427,517.6688863294078,614.4457876570485,701.1412344994767,509.6044458455806,874.4676463652099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img437.png,937.65557451479,537.5546108054415,876.3722928793028,663.304037734983,1005.0827709308044,591.8697224163996,1008.9440852723494,700.6300763699185,1095.1801055668554,823.5485829091024,,,783.0927947253031,661.7763331263586,817.3564116410821,588.9661471803282,882.4572837810622,767.9935455652735,986.9613153741882,928.1759546465405,751.4159277655792,579.3899988474493,709.1411931641808,657.1755105140223,618.6732611171883,552.3341687025544,555.2611592150909,739.1884956407353,482.5486157006857,906.5964446622727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img440.png,937.65557451479,537.5546108054415,873.7980833182728,657.5120662226655,972.2615990276715,567.4147315866143,972.9051514179289,680.0363998816781,1036.6168380534223,796.5193825182871,,,782.2362043024085,659.2065618576752,800.2246031831926,558.1288919561271,861.0425232087003,735.4431094952836,969.8295069162987,911.9007366115454,751.4159277655792,579.3899988474493,706.6047090880969,658.0210052060504,602.6088619686569,577.6990094633934,529.8963184542519,761.1713576334623,458.0292696318746,920.9698544267482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img459.png,937.65557451479,537.5546108054415,894.391759806513,668.452456857043,1036.6168380534223,603.4536654410347,1049.4878858585723,729.5899339315063,1123.4964107381857,849.2906785194027,,,779.6664330337252,653.2104288974139,766.817576690308,505.87687615956406,814.7866403723987,669.4856469324088,864.4688849002782,785.125354023163,751.4159277655792,579.3899988474493,709.1411931641808,646.1840795176588,646.5745859541113,515.1324022533238,574.7075371317341,695.2227716552809,429.2824501029237,866.0126994449303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img460.png,937.65557451479,537.5546108054415,890.5304454649679,667.165352076528,1024.3893426385296,595.7310367579446,1035.329733272907,722.5108576386738,1169.8321828367261,876.3198789102181,,,789.0889276855644,658.3499714347806,783.0927947253031,523.865275040348,865.3254753231727,685.7608649674039,979.252001568138,796.2610295207912,751.4159277655792,579.3899988474493,704.913719704041,643.6475954415748,634.7376602657197,519.3598757134637,553.5701698310348,696.0682663473088,411.5270615703364,870.2401729050702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img468.png,937.65557451479,537.5546108054415,862.8576926838952,654.9378566616354,916.9160934655256,511.4256736342111,909.1934647824355,652.3636471006052,980.6277801010189,802.3113540306045,,,783.9493851481975,657.4933810118862,790.8021085313533,552.9893494187602,820.78277333266,730.3035669579167,879.0309220894843,900.7650611139172,751.4159277655792,579.3899988474493,705.759214396069,658.0210052060504,534.1237919143916,649.5660582857706,404.76310403411264,794.991145314581,258.49252231327443,959.8626102600347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
