scorer,,,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab
labeled-data,BPN_N3_A-07032022200219-0000,img167.png,937.65557451479,537.5546108054415,877.5350167359502,657.5106459691142,967.0109904434769,548.8612493242605,965.5907368925637,683.785336661007,1028.081893132741,808.057522365905
labeled-data,BPN_N3_A-07032022200219-0000,img177.png,937.65557451479,537.5546108054415,930.0843981197357,687.3359705382898,1087.0224154956354,685.9157169873766,1182.1794034068148,792.4347333058606,1316.3933639681045,883.3309605643004
labeled-data,BPN_N3_A-07032022200219-0000,img181.png,937.65557451479,537.5546108054415,911.6211019578652,683.0752098855504,1062.8781051301125,665.3220404991364,1100.5148242293103,799.5360010604263,1185.7300372840973,890.432228318866
labeled-data,BPN_N3_A-07032022200219-0000,img183.png,937.65557451479,537.5546108054415,905.229960978756,675.9739421309848,1044.414808968242,635.4967159299608,1072.1097532110477,773.9714371439901,1141.7021772057906,879.0701999115611
labeled-data,BPN_N3_A-07032022200219-0000,img193.png,937.65557451479,537.5546108054415,879.6653970623199,663.1916601727667,963.460356566194,552.4118832015433,973.4021314225859,689.4663508646595,1045.8350625191551,835.7524666087108
labeled-data,BPN_N3_A-07032022200219-0000,img199.png,937.65557451479,537.5546108054415,924.4033839160832,683.785336661007,1077.0806406392437,702.9587595983342,1156.6148394903785,825.1005649768624,1279.4667716443632,914.5765386843891
labeled-data,BPN_N3_A-07032022200219-0000,img239.png,937.65557451479,537.5546108054415,885.3464112659724,667.4524208255061,985.4742866053474,561.6435312824785,979.7932724016949,694.4372382928553,1046.5451892946116,823.6803114259493
labeled-data,BPN_N3_A-07032022200219-0000,img247.png,937.65557451479,537.5546108054415,888.1869183677986,667.4524208255061,918.0122429369742,540.3397280187818,989.7350472580868,646.8587443372658,1133.8907826757686,744.1461125748147
labeled-data,BPN_N3_A-07032022200219-0000,img256.png,937.65557451479,537.5546108054415,906.6502145296693,678.8144492328111,1049.3856963964379,633.3663356035911,1074.2401335374175,768.2904229403376,1148.8034449603565,875.5195660342782
labeled-data,BPN_N3_A-07032022200219-0000,img269.png,,,872.5641293077543,660.3511530709404,918.0122429369742,520.456178305998,978.3730188507818,649.699251439092,1098.3844439029403,764.0296622875983
labeled-data,BPN_N3_A-07032022200219-0000,img283.png,937.65557451479,537.5546108054415,,,1023.111005704545,604.9612645853288,1028.7920199081977,741.3056054729884,1106.1958384329628,862.0271573006036
labeled-data,BPN_N3_A-07032022200219-0000,img290.png,,,862.6223544513625,656.0903924182011,957.7793423625416,546.0207422224343,943.5768068534103,675.9739421309848,994.7059346862827,812.3182830186444
labeled-data,BPN_N3_A-07032022200219-0000,img297.png,937.65557451479,537.5546108054415,919.4324964878873,679.5245760082676,1046.5451892946116,617.0334197680902,1150.933825286726,716.4511683320087,1298.6401945816906,778.942324572186
labeled-data,BPN_N3_A-07032022200219-0000,img301.png,937.65557451479,537.5546108054415,906.6502145296693,680.9448295591808,1058.617344477373,675.2638153555282,1109.0363455347888,808.7676491413615,1213.4249815269031,935.1702151726294
labeled-data,BPN_N3_A-07032022200219-0000,img307.png,937.65557451479,537.5546108054415,901.6793271014733,674.5536885800716,1043.7046821927854,656.0903924182011,1093.4135564747446,792.4347333058606,1182.1794034068148,905.3448906034538
labeled-data,BPN_N3_A-07032022200219-0000,img321.png,937.65557451479,537.5546108054415,885.3464112659724,670.2929279273324,1014.5894843990664,670.2929279273324,1075.6603870883305,806.6372688149919,1163.0059804694874,930.90945451989
labeled-data,BPN_N3_A-07032022200219-0000,img342.png,937.65557451479,537.5546108054415,908.780594856039,683.0752098855504,1062.167978354656,708.6397738019866,1130.3401487984856,837.172720159624,1234.7287847906,950.0828774572171
labeled-data,BPN_N3_A-07032022200219-0000,img345.png,937.65557451479,537.5546108054415,911.6211019578652,680.2347027837242,1069.2692461092215,678.8144492328111,1116.8477400648112,805.9271420395353,1228.337643811491,922.3879332144112
labeled-data,BPN_N3_A-07032022200219-0000,img352.png,937.65557451479,537.5546108054415,903.0995806523864,675.9739421309848,1044.414808968242,619.1638000944599,1045.8350625191551,734.2043377184227,1142.4123039812473,849.955002117842
labeled-data,BPN_N3_A-07032022200219-0000,img364.png,937.65557451479,537.5546108054415,925.1135106915398,680.2347027837242,1060.7477248037428,634.0764623790477,1173.6578821013359,710.0600273528996,1336.2769136808884,765.4499158385113
labeled-data,BPN_N3_A-07032022200219-0000,img371.png,937.65557451479,537.5546108054415,909.4907216314955,680.9448295591806,1067.138865782852,644.0182372354395,1101.9350777802233,777.5220710212727,1217.6857421796426,904.6347638279971
labeled-data,BPN_N3_A-07032022200219-0000,img378.png,937.65557451479,537.5546108054415,893.1578057959946,668.1625476009625,1033.7629073363935,601.4106307080458,1041.5743018664157,725.6828164129439,1153.7743323885522,866.2879179533428
labeled-data,BPN_N3_A-07032022200219-0000,img396.png,937.65557451479,537.5546108054415,918.0122429369742,686.625843762833,1069.2692461092215,702.9587595983339,1124.6591345948332,835.7524666087107,1212.7148547514466,920.2575528880415
labeled-data,BPN_N3_A-07032022200219-0000,img409.png,937.65557451479,537.5546108054415,872.5109785377576,659.442723393438,1010.2311900528643,618.2553704169575,1047.5572286877998,751.4707152002616,1122.852858347928,862.1617263245529
labeled-data,BPN_N3_A-07032022200219-0000,img424.png,937.65557451479,537.5546108054415,896.3224169772855,675.5315331498757,1042.4088095657396,705.1349431017211,1115.130229664838,833.2018687629651,1227.751897959902,941.9622227164839
labeled-data,BPN_N3_A-07032022200219-0000,img437.png,937.65557451479,537.5546108054415,876.3722928793028,663.304037734983,1005.0827709308044,591.8697224163996,1008.9440852723494,700.6300763699185,1095.1801055668554,823.5485829091024
labeled-data,BPN_N3_A-07032022200219-0000,img440.png,937.65557451479,537.5546108054415,873.7980833182728,657.5120662226655,972.2615990276715,567.4147315866143,972.9051514179289,680.0363998816781,1036.6168380534223,796.5193825182871
labeled-data,BPN_N3_A-07032022200219-0000,img459.png,937.65557451479,537.5546108054415,894.391759806513,668.452456857043,1036.6168380534223,603.4536654410347,1049.4878858585723,729.5899339315063,1123.4964107381857,849.2906785194027
labeled-data,BPN_N3_A-07032022200219-0000,img460.png,937.65557451479,537.5546108054415,890.5304454649679,667.165352076528,1024.3893426385296,595.7310367579446,1035.329733272907,722.5108576386738,1169.8321828367261,876.3198789102181
labeled-data,BPN_N3_A-07032022200219-0000,img468.png,937.65557451479,537.5546108054415,862.8576926838952,654.9378566616354,916.9160934655256,511.4256736342111,909.1934647824355,652.3636471006052,980.6277801010189,802.3113540306045
labeled-data,BPN_N3_A-07032022200219-0000,img494.png,,,855.0124073535142,651.6098031455347,928.6392390913195,515.4696237058189,898.7717507448513,648.1368393843175,927.9446463390761,790.5283535942243
