scorer,,,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab
labeled-data,BPN_N1_A-07032022194818-0000,img132.png,878.9711982085221,496.51860359797996,794.2184208194853,612.2001637855627,927.9663606843819,532.5882948183623,920.9605162152682,663.1517599245709,1011.3995993620078,796.8996997894675,765.014336866635,487.9844695785615,722.3436327248289,582.1088967389786,779.4644552256159,515.4679371547271,851.8174970599462,676.3582538652772,942.2587993528589,822.0163512422843,706.44308312443,491.9918117019853,655.7533462338713,562.3942240499833,553.4351736214476,512.6431859907312,514.9485215378752,684.4250721198466,384.46938398625224,838.3716804541357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img144.png,878.9711982085221,496.51860359797996,833.7059078272167,638.3128568068043,1000.5723851824686,652.9614406967693,1085.2794137635697,761.2335824921618,1220.3011435319413,847.8512959284757,765.014336866635,487.9844695785615,,,726.1516875582147,495.47564927945155,705.2073859745926,669.6941579068521,686.1671118076638,842.0086391175597,706.44308312443,491.9918117019853,657.6307438964845,554.8846333995301,559.0673666092873,505.13359534027813,404.1820594436917,612.1452621092352,253.99024643462923,652.5093118554207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img168.png,878.9711982085221,496.51860359797996,823.5155885994151,633.8545921446412,985.9238012925036,643.4080164207053,1043.2443469488878,770.1501118164881,1156.6116483581811,876.5115687566678,765.014336866635,487.9844695785615,715.6795367664038,576.3968144889,710.9194682246714,509.75585490464834,672.8389198908135,685.8783909487418,629.0462893068766,853.4328036177171,706.44308312443,491.9918117019853,664.201635715631,562.3942240499832,618.2053929816057,468.5243409193191,590.0444280424065,634.6740340605945,489.60365309259595,807.3946190210165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img169.png,878.9711982085221,496.51860359797996,817.7835340337766,629.396327482478,977.6441669199148,626.8487476755276,1029.8695529623983,755.5015279265233,1139.415484661266,864.4105646736533,765.014336866635,487.9844695785615,709.967454516325,572.5887596555142,699.4953037245141,509.75585490464846,660.4627416823096,681.1183224070095,609.0540014316011,855.33683103441,706.44308312443,491.9918117019853,663.2629368843245,556.7620310621435,596.615319861553,499.5014023524383,593.7992233676332,659.0802036745672,477.4005682856096,825.2298968158427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img174.png,878.9711982085221,496.51860359797996,813.3252693716134,622.3904830133644,954.0790537056236,580.9923111504202,976.3703770164396,709.0081964496783,1070.6308298736049,836.3871867971989,765.014336866635,487.9844695785615,715.6795367664038,578.3008419055928,734.7198109333326,484.05148477929424,755.6641125169547,629.7095821563012,775.6564003922301,762.9915013248043,706.44308312443,491.9918117019853,661.3855392217113,559.5781275560634,568.4543549223538,509.82708949681137,531.8451005013949,669.4058908189403,422.0173372385179,832.7394874662958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img203.png,878.9711982085221,496.51860359797996,,,954.7159486573612,565.7068323087177,962.99558302995,694.996507511451,1057.8929308388529,820.4648130037588,765.014336866635,487.9844695785615,718.5355778914429,585.9169515723645,788.0325786007338,582.1088967389786,856.5775656016783,740.1431723244895,956.5390049780556,897.2254342016538,706.44308312443,491.9918117019853,664.201635715631,566.1490193752098,556.2512701153676,537.9880544360105,511.19372621264876,706.9538440712059,386.3467816488655,859.9617535741884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img206.png,878.9711982085221,496.51860359797996,806.3194249024998,606.4681092199244,928.6032556361195,533.8620847218376,920.9605162152682,667.6100245867342,998.6617003272557,798.1734896929427,765.014336866635,487.9844695785615,713.7755093497108,584.0129241556715,772.8003592671907,559.2605677386638,826.113126934592,723.9589392825998,902.274223602308,879.1371737430713,706.44308312443,491.9918117019853,660.4468403904045,567.0877182065165,537.4772934892346,565.2103205439032,468.01357997254325,737.9309055043251,333.77964709569363,886.2453208507743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img207.png,878.9711982085221,496.51860359797996,802.4980551920742,603.2836344612363,922.871201070481,521.7610806388232,904.4012474700905,655.5090205037197,977.6441669199148,793.7152250307795,765.014336866635,487.9844695785615,712.8234956413644,582.1088967389786,768.0402907254584,549.7404306551992,814.6889624344346,719.1988707408675,881.3299220186861,881.9932148681106,706.44308312443,491.9918117019853,654.8146474025648,568.9651158691297,528.0903051761682,584.9229960013427,446.42350685249056,752.0113879739247,312.18957397564094,897.509706826454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img215.png,878.9711982085221,496.51860359797996,855.9972311380329,642.7711214689677,1021.5899185898095,645.3187012759181,1113.9396865917618,745.9481036504592,1248.9614163601336,821.1017079554963,765.014336866635,487.9844695785615,709.967454516325,576.3968144889,742.3359206001044,511.65988232134123,751.8560576835687,678.2622812819702,775.6564003922301,848.6727350759849,706.44308312443,491.9918117019853,648.2437555834183,572.7199111943563,502.7454367308889,602.7582737961689,373.2049980105725,738.8696043356317,216.44229318236358,860.9004524054951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img223.png,878.9711982085221,496.51860359797996,835.6165926824295,631.3070123376908,979.5548517751276,601.3729496060234,1019.0423387828591,731.2995197604944,1126.0406906747762,843.3930312663124,765.014336866635,487.9844695785615,,,725.1996738498681,500.2357178211838,709.967454516325,677.3102675736237,689.9751666410496,845.8166939509455,706.44308312443,491.9918117019853,660.4468403904045,565.2103205439032,550.6190771275276,538.9267532673173,494.2971472491292,721.9730253721123,376.0210945044925,862.7778500681084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img224.png,878.9711982085221,496.51860359797996,831.1583280202663,628.7594325307405,973.8227972094892,591.1826303782218,1003.119964989419,720.4723055809552,1107.5707370743858,833.2027120385108,765.014336866635,487.9844695785615,734.7198109333326,568.7807048221283,717.5835641830965,496.42766298779804,697.5912763078211,673.5022127402378,671.8869061824669,834.3925294507881,706.44308312443,491.9918117019853,656.692045065178,566.1490193752098,552.4964747901408,537.049355604704,485.84885776736945,711.647338227739,364.7567085288128,865.5939465620282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img238.png,878.9711982085221,496.51860359797996,800.0902815940417,603.3147025076626,904.2932738034553,504.4455712607079,896.9700914315597,641.7552407337537,969.5916499528594,776.0135842185095,765.014336866635,487.9844695785615,717.5835641830965,580.2048693222857,761.3761947670332,516.4199508630736,790.8886197257734,688.734432073781,848.0094422265604,860.0968995761423,706.44308312443,491.9918117019853,645.4276590894983,583.0455983387294,494.2971472491292,659.0802036745672,373.2049980105725,795.1915342140302,228.64537798934992,935.0576600787197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img263.png,878.9711982085221,496.51860359797996,,,972.0327107434913,584.3903121539034,989.1201362779148,708.8844124761316,1069.0648771711103,816.9013524615943,765.014336866635,487.9844695785615,715.6795367664038,580.2048693222857,767.088277017112,524.0360605298451,843.249373684828,668.7421441985057,944.1628267695519,742.0471997411823,706.44308312443,491.9918117019853,659.508141559098,568.0264170378231,514.9485215378752,579.2908030135028,428.58822905766436,745.4404961547782,294.35429618081474,884.3679231881611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img278.png,878.9711982085221,496.51860359797996,838.9948976540514,630.77046717591,976.3045671270974,567.913151817138,1053.808247229661,658.8426662681771,1200.2718946675764,727.8026336035291,765.014336866635,487.9844695785615,,,727.1037012665611,522.1320331131523,717.5835641830965,703.9666514073243,723.2956464331753,862.9529407011817,706.44308312443,491.9918117019853,664.201635715631,565.2103205439032,592.8605245363265,491.05311287067855,529.9677028387816,662.8349989997938,398.5498664558518,804.5785225270965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img283.png,878.9711982085221,496.51860359797996,846.3180800259472,638.0936495478059,1008.6486226029702,639.3141799431218,1055.0287776249768,758.3158934864281,1145.958292076016,850.4659383327833,765.014336866635,487.9844695785615,723.2956464331753,576.3968144888998,705.2073859745926,554.5004991969315,684.2630843909708,722.0549118659069,669.9828787657741,877.2331463263783,706.44308312443,491.9918117019853,660.4468403904045,567.0877182065165,569.3930537536605,527.6623672916376,522.4581121883284,703.1990487459793,419.2012407445979,857.1456570802685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img284.png,878.9711982085221,496.51860359797996,848.759140816579,638.7039147454637,1006.8178270099962,632.601262768884,1048.926125648397,756.4850978934542,1162.4354524127816,861.4507118906271,765.014336866635,487.9844695785615,,,703.3033585578999,553.5484854885851,680.455029557585,718.2468570325211,665.2228102240417,873.4250914929926,706.44308312443,491.9918117019853,665.1403345469378,565.2103205439032,561.8834631032073,531.4171626168641,513.071123875262,706.0151452398993,411.6916500941448,859.0230547428818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img305.png,878.9711982085221,496.51860359797996,820.076676526654,621.6164892110403,921.9909645355368,527.0253835740532,1039.7721476835272,611.8522460485126,1190.5076515050487,665.5555834424149,765.014336866635,487.9844695785615,,,696.6392625994747,540.2202935717348,669.9828787657741,713.4867884907889,652.846632015538,870.5690503679532,706.44308312443,491.9918117019853,667.9564310408578,561.4555252186766,588.1670303797932,510.765788328118,582.5348373919535,676.9154814693934,475.52317062299636,832.7394874662958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img313.png,878.9711982085221,496.51860359797996,835.9435716657615,633.2115279665419,985.4585450919669,629.549936780594,1034.8900261022634,755.8748326957962,1143.1865785055622,864.6374057954883,765.014336866635,487.9844695785615,713.7755093497108,576.3968144889,680.455029557585,516.4199508630735,627.1422618901838,650.653883739923,546.2210966807354,780.1277480750405,706.44308312443,491.9918117019853,,,537.4772934892346,533.2945602794773,492.41974958651593,701.3216510833661,346.9214307339866,847.758668767202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img321.png,878.9711982085221,496.51860359797996,796.2921851791086,607.5072466070346,926.4340125123897,552.6366383259755,916.5854417952766,691.2200977024966,974.2699274240822,822.768863709651,765.014336866635,487.9844695785615,717.5835641830965,581.1568830306321,753.7600851002617,543.0763346967741,777.5604278089229,714.4388021991354,816.5929898511274,874.377105201339,706.44308312443,491.9918117019853,652.9372497399515,576.4747065195829,477.4005682856096,647.8158176988875,360.06321437227956,788.6206423948837,177.0169422674847,929.4254670908798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img322.png,878.9711982085221,496.51860359797996,795.588715842172,604.6933692592879,920.1027884799598,544.8984756196722,904.6264630673534,685.5923430070033,958.7936020114757,816.4376396772211,765.014336866635,487.9844695785615,714.7275230580572,580.2048693222857,747.0959891418365,537.3642524466954,762.3282084753798,707.7747062407102,794.696674559159,863.904954409528,706.44308312443,491.9918117019853,645.4276590894983,580.2295018448094,476.461869454303,657.202806011954,342.2279365774535,793.3141365514168,166.69125512311166,932.2415635847997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img337.png,878.9711982085221,496.51860359797996,840.6107534061177,632.1286733998174,982.7115594673221,635.6460200845008,1036.1752290745078,762.9739700700353,1144.5095069627528,869.9013092844069,765.014336866635,487.9844695785615,715.6795367664038,578.3008419055928,663.318782807349,564.9726499887425,599.5338643481366,720.150884449214,505.2845072218381,886.7532834098429,706.44308312443,491.9918117019853,,,539.3546911518479,530.4784637855574,496.17454491174243,692.8733616016063,350.6762260592132,847.758668767202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img344.png,878.9711982085221,496.51860359797996,,,961.6074793592225,580.7754118034417,971.4560500763357,710.9172391367229,1091.0458373555668,844.5764131546873,765.014336866635,487.9844695785615,716.6315504747502,583.0609104473251,772.8003592671907,545.9323758218135,847.0574285182138,707.7747062407102,919.410470352544,822.9683649506308,706.44308312443,491.9918117019853,649.1824544147248,568.9651158691297,503.68413556219565,562.3942240499832,419.2012407445979,719.1569288781923,269.00942773553544,875.9196337064013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img348.png,878.9711982085221,496.51860359797996,801.2164705376651,608.2107159439712,935.5791138925663,547.7123529674188,927.1374818493264,682.07499632232,994.6705381952452,813.6237623294745,765.014336866635,487.9844695785615,709.967454516325,582.1088967389786,756.6161262253011,564.020636280396,798.504729392545,727.7669941159857,843.249373684828,886.7532834098429,706.44308312443,491.9918117019853,645.4276590894983,573.6586100256629,483.03276127344947,625.2870457475282,364.7567085288128,765.1531716122176,255.86764409724248,873.1035372124813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img352.png,878.9711982085221,496.51860359797996,796.2921851791086,600.4725532376681,913.0680951105933,518.1666408160793,908.1438097520368,650.4188761601705,960.2005406853491,791.1127435475015,765.014336866635,487.9844695785615,710.9194682246714,580.2048693222857,749.9520302668759,535.4602250300026,774.7043866838835,704.9186651156708,805.1688253509701,847.7207213676384,706.44308312443,491.9918117019853,643.5502614268851,578.3521041821962,476.461869454303,659.0802036745672,346.9214307339866,787.6819435635771,178.89433993009794,933.1802624161064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img388.png,878.9711982085221,496.51860359797996,870.1564655574573,642.6807134538674,1023.512781009648,632.8321427367541,1145.9164456366261,709.5103004628495,1293.645006393324,744.6837673096821,765.014336866635,487.9844695785615,,,732.8157835166398,497.37967669614454,729.0077286832541,671.5981853235451,748.0480028501829,845.8166939509455,706.44308312443,491.9918117019853,647.3050567521116,567.0877182065165,510.25502738134213,547.375042749077,370.38890151665265,670.3445896502469,183.58783408663118,762.3370751182977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img393.png,878.9711982085221,496.51860359797996,856.790548155661,639.1633667691838,1001.0017622276753,641.9772441169305,1057.2793091826077,760.1600927222885,1183.2003204942691,879.0464106645833,765.014336866635,487.9844695785615,,,708.063427099632,537.3642524466954,679.5030158492386,707.7747062407102,660.4627416823096,873.4250914929926,706.44308312443,491.9918117019853,666.0790333782445,561.4555252186766,580.6574397293402,522.0301743037977,555.3125712840608,693.812060432913,425.7721325637444,839.3103792854423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img403.png,878.9711982085221,496.51860359797996,808.2511639070317,611.0245932917176,934.1721752186929,528.718680870129,923.6201351646432,662.3778548880935,977.7872741087656,779.8572341565148,765.014336866635,487.9844695785615,720.4396053081359,577.3488281972463,764.2322358920726,518.3239782797664,854.6735381849855,641.1337466564586,956.5390049780556,725.8629666992927,706.44308312443,491.9918117019853,652.9372497399515,567.0877182065165,505.5615332248089,588.6777913265691,406.99815593761167,741.6857008295517,262.43853591638896,897.509706826454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img408.png,878.9711982085221,496.51860359797996,795.588715842172,601.1760225746044,903.9229937304169,501.98684606653603,875.0807509160139,629.3147960520706,913.0680951105934,778.4502954826415,765.014336866635,487.9844695785615,717.5835641830965,577.3488281972463,749.0000165585295,502.1397452378767,780.4164689339623,668.7421441985057,811.8329213093953,829.6324609090559,706.44308312443,491.9918117019853,646.3663579208051,576.4747065195829,499.92934023696904,657.202806011954,362.87931086619955,790.498040057497,200.4844130501507,938.8124554039462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img413.png,878.9711982085221,496.51860359797996,831.4656520259414,625.0939800304507,925.0270738385166,544.898475619672,1008.7399249339785,634.9425507475639,1152.9511390059927,728.503972560139,765.014336866635,487.9844695785615,714.7275230580572,576.3968144889,742.3359206001044,472.6273202791368,741.3839068917578,650.653883739923,755.6641125169547,817.256282700552,706.44308312443,491.9918117019853,647.3050567521116,566.1490193752098,486.7875565986761,574.5973088569696,342.2279365774535,688.1798674450731,141.34638667783236,789.5593412261903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img417.png,878.9711982085221,496.51860359797996,856.790548155661,641.9772441169305,1005.9260475862318,679.9645883115098,1078.3833892907073,798.8509062538045,1202.8974619284952,887.4880427078231,765.014336866635,487.9844695785615,,,727.1037012665611,488.8115533210264,707.1114133912856,668.7421441985057,681.4070432659314,822.0163512422843,706.44308312443,491.9918117019853,660.4468403904045,568.0264170378231,575.0252467415003,531.4171626168641,523.3968110196352,697.5668557581396,376.95979333579913,860.900452405495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img435.png,878.9711982085221,496.51860359797996,807.547694570095,611.0245932917176,925.7305431754532,523.7943955115724,915.1785031214033,655.3431615187269,984.8219674781321,794.6300902321846,765.014336866635,487.9844695785615,719.4875915997895,578.3008419055928,755.6641125169547,524.0360605298451,779.4644552256159,703.0146376989778,822.3050721012062,865.8089818262209,706.44308312443,491.9918117019853,649.1824544147248,576.4747065195829,488.6649542612893,652.5093118554207,355.36972021574644,784.8658470696571,227.7066791580433,910.651490464747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img437.png,878.9711982085221,496.51860359797996,804.7338172223485,610.3211239547809,911.6611564367201,518.8701101530157,902.5160550565436,644.7911214646771,963.0144180330958,777.0433568087682,765.014336866635,487.9844695785615,715.6795367664038,579.2528556139393,751.8560576835687,520.2280056964593,772.8003592671907,688.7344320737811,804.2168116426235,850.5767624926777,706.44308312443,491.9918117019853,646.3663579208051,571.7812123630497,478.33926711691635,594.3099843144091,338.47314125222687,721.0343265408055,158.24296564135187,844.0038734419754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img450.png,878.9711982085221,496.51860359797996,853.9766708079144,641.2737747799938,1009.4433942709152,644.7911214646771,1065.7209412258476,768.6017247655284,1182.4968511573322,869.19783994747,765.014336866635,487.9844695785615,721.3916190164823,576.3968144889,672.8389198908135,576.3968144889,627.1422618901838,727.7669941159857,573.8294942227826,887.7052971181894,706.44308312443,491.9918117019853,,,575.963945572807,508.88839066550474,529.9677028387816,685.3637709511531,436.09781970811747,840.2490781167489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img457.png,878.9711982085221,496.51860359797996,,,1000.2982928907386,623.6870413565774,1044.616861117748,746.7941753204921,1156.468485690676,862.8666159150401,765.014336866635,487.9844695785615,715.6795367664038,583.0609104473251,773.7523729755371,538.3162661550418,850.8654833515996,665.8861030734663,950.826922727977,767.7515698665366,706.44308312443,491.9918117019853,661.3855392217113,566.1490193752098,561.8834631032073,518.2753789785711,518.7033168631019,679.7315779633134,406.99815593761167,836.4942827915223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,BPN_N1_A-07032022194818-0000,img490.png,878.9711982085221,496.51860359797996,815.2858572763982,612.4315319655909,944.0207459358062,554.0435769998485,949.6485006312994,686.2958123439397,1030.5474743790148,816.4376396772209,765.014336866635,487.9844695785615,715.6795367664038,579.2528556139393,773.7523729755371,560.2125814470103,830.8731954763241,723.9589392825998,915.6024155191583,889.6093245348823,706.44308312443,491.9918117019853,659.508141559098,564.2716217125965,502.7454367308889,597.1260808083289,392.91767346801197,743.563098492165,269.94812656684206,882.4905255255478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
