scorer,,,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab
labeled-data,BPN_N1_A-07032022194818-0000,img413.png,765.014336866635,487.9844695785615,714.7275230580572,576.3968144889,742.3359206001044,472.6273202791368,741.3839068917578,650.653883739923,755.6641125169547,817.256282700552
labeled-data,BPN_N1_A-07032022194818-0000,img417.png,765.014336866635,487.9844695785615,,,727.1037012665611,488.8115533210264,707.1114133912856,668.7421441985057,681.4070432659314,822.0163512422843
labeled-data,BPN_N1_A-07032022194818-0000,img435.png,765.014336866635,487.9844695785615,719.4875915997895,578.3008419055928,755.6641125169547,524.0360605298451,779.4644552256159,703.0146376989778,822.3050721012062,865.8089818262209
labeled-data,BPN_N1_A-07032022194818-0000,img437.png,765.014336866635,487.9844695785615,715.6795367664038,579.2528556139393,751.8560576835687,520.2280056964593,772.8003592671907,688.7344320737811,804.2168116426235,850.5767624926777
labeled-data,BPN_N1_A-07032022194818-0000,img450.png,765.014336866635,487.9844695785615,721.3916190164823,576.3968144889,672.8389198908135,576.3968144889,627.1422618901838,727.7669941159857,573.8294942227826,887.7052971181894
labeled-data,BPN_N1_A-07032022194818-0000,img457.png,765.014336866635,487.9844695785615,715.6795367664038,583.0609104473251,773.7523729755371,538.3162661550418,850.8654833515996,665.8861030734663,950.826922727977,767.7515698665366
labeled-data,BPN_N1_A-07032022194818-0000,img490.png,765.014336866635,487.9844695785615,715.6795367664038,579.2528556139393,773.7523729755371,560.2125814470103,830.8731954763241,723.9589392825998,915.6024155191583,889.6093245348823
labeled-data,BPN_N1_A-07032022194818-0000,img493.png,765.014336866635,487.9844695785615,712.8234956413644,578.3008419055928,765.1842496004192,538.3162661550418,800.4087568092377,708.7267199490566,851.8174970599462,876.281132618032
labeled-data,BPN_N1_A-07032022194818-0000,img494.png,765.014336866635,487.9844695785615,716.6315504747502,581.1568830306321,764.2322358920726,531.6521701966167,790.8886197257732,702.0626239906314,833.7292366013635,870.5690503679532
labeled-data,BPN_N1_A-07032022194818-0000,img499.png,765.014336866635,487.9844695785615,716.6315504747502,578.3008419055928,745.1919617251435,510.70786861299484,744.2399480167971,680.166308698663,750.9040439752223,862.9529407011817
